order_id,time_of_day,traffic_condition,traffic_delay
3250,Afternoon,Medium,10
3251,Morning,Low,5
3252,Morning,Low,5
3253,Afternoon,Low,5
3254,Morning,Medium,10
3255,Morning,Medium,10
3256,Morning,Medium,10
3257,Morning,Low,5
3258,Afternoon,Low,5
3259,Evening,High,30
3260,Afternoon,Medium,10
3261,Morning,Low,5
3262,Afternoon,Low,5
3263,Evening,High,30
3264,Afternoon,Medium,10
3265,Afternoon,Medium,10
3266,Morning,Low,5
3267,Evening,Low,10
3268,Afternoon,Medium,10
3269,Afternoon,Low,5
3270,Evening,High,30
3271,Afternoon,Low,5
3272,Evening,Medium,20
3273,Afternoon,Medium,10
3274,Morning,Medium,10
3275,Evening,Medium,20
3276,Afternoon,Medium,10
3277,Afternoon,Low,5
3278,Morning,Low,5
3279,Evening,High,30
3280,Afternoon,Medium,10
3281,Morning,High,15
3282,Morning,Medium,10
3283,Morning,Low,5
3284,Evening,Low,10
3285,Morning,Medium,10
3286,Morning,Medium,10
3287,Afternoon,Low,5
3288,Morning,High,15
3289,Morning,Low,5
3290,Afternoon,Low,5
3291,Morning,Low,5
3292,Afternoon,Low,5
3293,Morning,Low,5
3294,Morning,Low,5
3295,Morning,Low,5
3296,Morning,Low,5
3297,Afternoon,Low,5
3298,Morning,High,15
3299,Evening,Low,10
3300,Evening,Low,10
3301,Afternoon,Low,5
3302,Afternoon,Low,5
3303,Evening,Medium,20
3304,Morning,Low,5
3305,Evening,High,30
3306,Morning,Low,5
3307,Morning,High,15
3308,Afternoon,Low,5
3309,Evening,Medium,20
3310,Evening,High,30
3311,Morning,Low,5
3312,Afternoon,Low,5
3313,Morning,Low,5
3314,Afternoon,Medium,10
3315,Afternoon,Medium,10
3316,Afternoon,Medium,10
3317,Evening,Medium,20
3318,Evening,Medium,20
3319,Afternoon,Low,5
3320,Afternoon,Low,5
3321,Evening,Medium,20
3322,Morning,Medium,10
3323,Evening,Medium,20
3324,Evening,Low,10
3325,Evening,Medium,20
3326,Morning,High,15
3327,Afternoon,Medium,10
3328,Evening,Low,10
3329,Afternoon,Low,5
3330,Evening,Low,10
3331,Afternoon,Low,5
3332,Morning,High,15
3333,Morning,Low,5
3334,Morning,Low,5
3335,Afternoon,Low,5
3336,Evening,Medium,20
3337,Evening,Medium,20
3338,Morning,Low,5
3339,Evening,Medium,20
3340,Afternoon,Medium,10
3341,Afternoon,Low,5
3342,Afternoon,Medium,10
3343,Evening,Medium,20
3344,Morning,Low,5
3345,Afternoon,Low,5
3346,Evening,High,30
3347,Evening,High,30
3348,Evening,Medium,20
3349,Morning,Low,5
3350,Afternoon,Low,5
3351,Evening,Medium,20
3352,Evening,Medium,20
3353,Afternoon,Low,5
3354,Evening,Medium,20
3355,Afternoon,Low,5
3356,Morning,High,15
3357,Afternoon,Low,5
3358,Afternoon,Low,5
3359,Morning,High,15
3360,Evening,Medium,20
3361,Evening,Medium,20
3362,Evening,Medium,20
3363,Afternoon,Medium,10
3364,Morning,Low,5
3365,Afternoon,Medium,10
3366,Evening,High,30
3367,Morning,Low,5
3368,Afternoon,Low,5
3369,Evening,Low,10
3370,Afternoon,Low,5
3371,Morning,Low,5
3372,Afternoon,Low,5
3373,Afternoon,Low,5
3374,Afternoon,Low,5
3375,Evening,Low,10
3376,Evening,Medium,20
3377,Afternoon,Low,5
3378,Evening,Low,10
3379,Afternoon,Low,5
3380,Afternoon,Low,5
3381,Evening,Medium,20
3382,Afternoon,Medium,10
3383,Morning,Low,5
3384,Evening,Low,10
3385,Afternoon,Medium,10
3386,Afternoon,Medium,10
3387,Afternoon,Medium,10
3388,Afternoon,Low,5
3389,Evening,Medium,20
3390,Evening,Medium,20
3391,Afternoon,Medium,10
3392,Morning,Medium,10
3393,Afternoon,Low,5
3394,Evening,Low,10
3395,Morning,Medium,10
3396,Afternoon,Low,5
3397,Morning,Medium,10
3398,Afternoon,Low,5
3399,Evening,Low,10
3400,Afternoon,Low,5
3401,Evening,High,30
3402,Afternoon,Medium,10
3403,Afternoon,Low,5
3404,Afternoon,Low,5
3405,Morning,Low,5
3406,Morning,Low,5
3407,Afternoon,Low,5
3408,Morning,Medium,10
3409,Evening,Medium,20
3410,Evening,Medium,20
3411,Evening,High,30
3412,Morning,High,15
3413,Afternoon,Low,5
3414,Morning,High,15
3415,Afternoon,Low,5
3416,Afternoon,Low,5
3417,Evening,Low,10
3418,Evening,High,30
3419,Afternoon,Low,5
3420,Afternoon,Low,5
3421,Afternoon,Low,5
3422,Morning,Medium,10
3423,Afternoon,Low,5
3424,Morning,Medium,10
3425,Afternoon,Low,5
3426,Afternoon,Medium,10
3427,Afternoon,Low,5
3428,Afternoon,Low,5
3429,Afternoon,Low,5
3430,Afternoon,Low,5
3431,Afternoon,Medium,10
3432,Afternoon,Medium,10
3433,Afternoon,Low,5
3434,Evening,Medium,20
3435,Evening,High,30
3436,Morning,Medium,10
3437,Evening,Medium,20
3438,Evening,High,30
3439,Evening,Low,10
3440,Morning,Low,5
3441,Evening,Medium,20
3442,Morning,Medium,10
3443,Evening,Medium,20
3444,Morning,Low,5
3445,Morning,Medium,10
3446,Morning,Low,5
3447,Evening,Low,10
3448,Evening,High,30
3449,Afternoon,Low,5
3450,Afternoon,Medium,10
3451,Evening,Medium,20
3452,Morning,Medium,10
3453,Evening,High,30
3454,Afternoon,Low,5
3455,Morning,Low,5
3456,Afternoon,Medium,10
3457,Afternoon,Low,5
3458,Afternoon,Low,5
3459,Morning,Medium,10
3460,Evening,Medium,20
3461,Afternoon,Low,5
3462,Evening,High,30
3463,Evening,Medium,20
3464,Evening,Medium,20
3465,Morning,Low,5
3466,Afternoon,Medium,10
3467,Morning,Medium,10
3468,Afternoon,Low,5
3469,Morning,Low,5
3470,Morning,High,15
3471,Evening,High,30
3472,Afternoon,Low,5
3473,Morning,High,15
3474,Evening,High,30
3475,Afternoon,Low,5
3476,Afternoon,Low,5
3477,Morning,Medium,10
3478,Afternoon,Low,5
3479,Afternoon,Low,5
3480,Afternoon,Low,5
3481,Evening,High,30
3482,Afternoon,Low,5
3483,Morning,Low,5
3484,Morning,High,15
3485,Afternoon,Low,5
3486,Evening,Medium,20
3487,Morning,Low,5
3488,Afternoon,Low,5
3489,Morning,Medium,10
3490,Evening,Low,10
3491,Morning,High,15
3492,Evening,Low,10
3493,Morning,Low,5
3494,Evening,High,30
3495,Afternoon,Medium,10
3496,Afternoon,Low,5
3497,Evening,High,30
3498,Evening,Medium,20
3499,Morning,Medium,10
3500,Evening,Medium,20
3501,Evening,Low,10
3502,Evening,Medium,20
3503,Evening,High,30
3504,Evening,Medium,20
3505,Afternoon,Low,5
3506,Afternoon,Low,5
3507,Afternoon,Low,5
3508,Morning,High,15
3509,Evening,High,30
3510,Afternoon,Low,5
3511,Evening,High,30
3512,Afternoon,Low,5
3513,Evening,Medium,20
3514,Evening,High,30
3515,Afternoon,Low,5
3516,Afternoon,Low,5
3517,Afternoon,Medium,10
3518,Morning,Low,5
3519,Evening,High,30
3520,Afternoon,Low,5
3521,Evening,Medium,20
3522,Afternoon,Medium,10
3523,Morning,Low,5
3524,Afternoon,Low,5
3525,Afternoon,Low,5
3526,Afternoon,Low,5
3527,Morning,Medium,10
3528,Morning,Low,5
3529,Morning,Low,5
3530,Afternoon,Medium,10
3531,Afternoon,Low,5
3532,Afternoon,Low,5
3533,Afternoon,Medium,10
3534,Morning,Low,5
3535,Afternoon,Low,5
3536,Evening,High,30
3537,Evening,High,30
3538,Morning,Low,5
3539,Afternoon,Medium,10
3540,Evening,Medium,20
3541,Afternoon,Medium,10
3542,Morning,Low,5
3543,Afternoon,Low,5
3544,Morning,Medium,10
3545,Morning,Medium,10
3546,Afternoon,Low,5
3547,Evening,Medium,20
3548,Evening,Low,10
3549,Afternoon,Medium,10
3550,Evening,Medium,20
3551,Evening,High,30
3552,Afternoon,Medium,10
3553,Afternoon,Low,5
3554,Evening,High,30
3555,Afternoon,Low,5
3556,Afternoon,Medium,10
3557,Morning,Low,5
3558,Evening,Medium,20
3559,Afternoon,Low,5
3560,Morning,Medium,10
3561,Evening,Medium,20
3562,Afternoon,Medium,10
3563,Morning,Low,5
3564,Afternoon,Low,5
3565,Afternoon,Medium,10
3566,Morning,Medium,10
3567,Morning,Low,5
3568,Morning,High,15
3569,Morning,Medium,10
3570,Afternoon,Low,5
3571,Morning,Low,5
3572,Afternoon,Low,5
3573,Afternoon,Low,5
3574,Evening,Medium,20
3575,Morning,Medium,10
3576,Evening,Low,10
3577,Morning,Low,5
3578,Afternoon,Medium,10
3579,Evening,Low,10
3580,Morning,Low,5
3581,Morning,Medium,10
3582,Evening,Medium,20
3583,Morning,Low,5
3584,Evening,Medium,20
3585,Evening,High,30
3586,Evening,Medium,20
3587,Morning,Medium,10
3588,Afternoon,Low,5
3589,Afternoon,Low,5
3590,Evening,Low,10
3591,Evening,Medium,20
3592,Afternoon,Low,5
3593,Afternoon,Low,5
3594,Morning,Medium,10
3595,Morning,Low,5
3596,Morning,High,15
3597,Evening,Medium,20
3598,Evening,High,30
3599,Evening,Medium,20
3600,Afternoon,Medium,10
3601,Evening,Medium,20
3602,Evening,Low,10
3603,Afternoon,Low,5
3604,Afternoon,Medium,10
3605,Afternoon,Medium,10
3606,Afternoon,Medium,10
3607,Afternoon,Low,5
3608,Morning,Low,5
3609,Evening,Medium,20
3610,Morning,Low,5
3611,Evening,High,30
3612,Afternoon,Medium,10
3613,Evening,High,30
3614,Afternoon,Low,5
3615,Morning,Low,5
3616,Evening,Medium,20
3617,Afternoon,Low,5
3618,Afternoon,Medium,10
3619,Evening,High,30
3620,Morning,Low,5
3621,Morning,Low,5
3622,Afternoon,Low,5
3623,Afternoon,Low,5
3624,Evening,Medium,20
3625,Morning,Medium,10
3626,Morning,High,15
3627,Evening,High,30
3628,Evening,Medium,20
3629,Evening,Medium,20
3630,Evening,Medium,20
3631,Morning,Low,5
3632,Morning,Low,5
3633,Afternoon,Low,5
3634,Afternoon,Low,5
3635,Morning,Low,5
3636,Morning,Low,5
3637,Evening,Low,10
3638,Morning,Low,5
3639,Evening,High,30
3640,Evening,High,30
3641,Afternoon,Low,5
3642,Evening,High,30
3643,Evening,High,30
3644,Afternoon,Low,5
3645,Morning,Low,5
3646,Afternoon,Low,5
3647,Evening,Medium,20
3648,Morning,Low,5
3649,Morning,Low,5
3650,Evening,High,30
3651,Afternoon,Low,5
3652,Afternoon,Medium,10
3653,Afternoon,Medium,10
3654,Afternoon,Medium,10
3655,Afternoon,Low,5
3656,Morning,High,15
3657,Evening,High,30
3658,Morning,Low,5
3659,Morning,High,15
3660,Morning,Low,5
3661,Morning,High,15
3662,Afternoon,Low,5
3663,Evening,Medium,20
3664,Afternoon,Low,5
3665,Morning,Medium,10
3666,Evening,High,30
3667,Evening,High,30
3668,Evening,Medium,20
3669,Morning,Medium,10
3670,Evening,Medium,20
3671,Morning,Medium,10
3672,Afternoon,Medium,10
3673,Morning,Medium,10
3674,Afternoon,Low,5
3675,Afternoon,Low,5
3676,Afternoon,Low,5
3677,Evening,Low,10
3678,Evening,Medium,20
3679,Morning,High,15
3680,Morning,Low,5
3681,Morning,Low,5
3682,Afternoon,Medium,10
3683,Evening,Low,10
3684,Afternoon,Low,5
3685,Evening,High,30
3686,Evening,Medium,20
3687,Evening,Medium,20
3688,Morning,Low,5
3689,Morning,Low,5
3690,Evening,Low,10
3691,Morning,High,15
3692,Morning,High,15
3693,Afternoon,Medium,10
3694,Afternoon,Low,5
3695,Afternoon,Low,5
3696,Morning,High,15
3697,Evening,Medium,20
3698,Morning,Low,5
3699,Morning,High,15
3700,Evening,Medium,20
3701,Afternoon,Medium,10
3702,Morning,Low,5
3703,Afternoon,Low,5
3704,Afternoon,Low,5
3705,Afternoon,Medium,10
3706,Afternoon,Medium,10
3707,Evening,Low,10
3708,Morning,Low,5
3709,Afternoon,Medium,10
3710,Afternoon,Medium,10
3711,Morning,Low,5
3712,Afternoon,Low,5
3713,Evening,High,30
3714,Afternoon,Medium,10
3715,Afternoon,Low,5
3716,Afternoon,Low,5
3717,Afternoon,Medium,10
3718,Evening,High,30
3719,Evening,Medium,20
3720,Morning,Low,5
3721,Afternoon,Medium,10
3722,Morning,High,15
3723,Morning,Medium,10
3724,Evening,Low,10
3725,Morning,Low,5
3726,Afternoon,Medium,10
3727,Afternoon,Low,5
3728,Afternoon,Low,5
3729,Afternoon,Low,5
3730,Afternoon,Low,5
3731,Afternoon,Medium,10
3732,Afternoon,Low,5
3733,Evening,Medium,20
3734,Morning,High,15
3735,Evening,High,30
3736,Afternoon,Low,5
3737,Evening,Low,10
3738,Afternoon,Medium,10
3739,Evening,Low,10
3740,Morning,Low,5
3741,Afternoon,Low,5
3742,Morning,Medium,10
3743,Afternoon,Low,5
3744,Evening,Medium,20
3745,Morning,Low,5
3746,Evening,High,30
3747,Evening,High,30
3748,Afternoon,Low,5
3749,Evening,Low,10
3750,Evening,Medium,20
3751,Morning,Medium,10
3752,Afternoon,Low,5
3753,Morning,High,15
3754,Afternoon,Medium,10
3755,Afternoon,Medium,10
3756,Evening,High,30
3757,Evening,Medium,20
3758,Afternoon,Low,5
3759,Morning,High,15
3760,Morning,Medium,10
3761,Afternoon,Low,5
3762,Evening,Medium,20
3763,Evening,Medium,20
3764,Afternoon,Low,5
3765,Afternoon,Low,5
3766,Afternoon,Low,5
3767,Afternoon,Low,5
3768,Afternoon,Medium,10
3769,Afternoon,Low,5
3770,Evening,High,30
3771,Evening,Medium,20
3772,Morning,Low,5
3773,Evening,High,30
3774,Evening,High,30
3775,Afternoon,Medium,10
3776,Morning,Low,5
3777,Evening,Low,10
3778,Morning,Low,5
3779,Afternoon,Medium,10
3780,Morning,Low,5
3781,Afternoon,Low,5
3782,Afternoon,Medium,10
3783,Evening,Medium,20
3784,Afternoon,Medium,10
3785,Evening,Medium,20
3786,Afternoon,Low,5
3787,Afternoon,Low,5
3788,Afternoon,Low,5
3789,Evening,Medium,20
3790,Afternoon,Low,5
3791,Evening,High,30
3792,Afternoon,Low,5
3793,Evening,High,30
3794,Evening,Medium,20
3795,Morning,Low,5
3796,Evening,Low,10
3797,Afternoon,Low,5
3798,Afternoon,Low,5
3799,Afternoon,Low,5
3800,Afternoon,Medium,10
3801,Afternoon,Medium,10
3802,Evening,Medium,20
3803,Morning,Low,5
3804,Evening,Medium,20
3805,Morning,Low,5
3806,Evening,Medium,20
3807,Evening,Medium,20
3808,Afternoon,Low,5
3809,Morning,High,15
3810,Afternoon,Low,5
3811,Evening,Medium,20
3812,Evening,Low,10
3813,Evening,Low,10
3814,Morning,Low,5
3815,Afternoon,Low,5
3816,Afternoon,Low,5
3817,Morning,Low,5
3818,Morning,Low,5
3819,Evening,Medium,20
3820,Afternoon,Low,5
3821,Morning,Medium,10
3822,Evening,High,30
3823,Morning,High,15
3824,Morning,Low,5
3825,Afternoon,Low,5
3826,Afternoon,Medium,10
3827,Morning,Low,5
3828,Evening,Low,10
3829,Evening,Low,10
3830,Evening,Medium,20
3831,Afternoon,Medium,10
3832,Afternoon,Low,5
3833,Morning,Low,5
3834,Evening,Low,10
3835,Afternoon,Medium,10
3836,Afternoon,Medium,10
3837,Evening,Medium,20
3838,Evening,Low,10
3839,Morning,High,15
3840,Evening,Low,10
3841,Morning,High,15
3842,Evening,Low,10
3843,Afternoon,Low,5
3844,Evening,Medium,20
3845,Morning,Medium,10
3846,Morning,Medium,10
3847,Morning,High,15
3848,Evening,High,30
3849,Afternoon,Low,5
3850,Evening,Low,10
3851,Evening,High,30
3852,Evening,Low,10
3853,Evening,Medium,20
3854,Morning,Medium,10
3855,Evening,Medium,20
3856,Afternoon,Low,5
3857,Afternoon,Low,5
3858,Evening,Low,10
3859,Afternoon,Medium,10
3860,Afternoon,Medium,10
3861,Morning,Medium,10
3862,Evening,Low,10
3863,Afternoon,Low,5
3864,Afternoon,Low,5
3865,Afternoon,Low,5
3866,Evening,Medium,20
3867,Evening,Low,10
3868,Evening,Medium,20
3869,Afternoon,Low,5
3870,Afternoon,Low,5
3871,Afternoon,Medium,10
3872,Morning,High,15
3873,Morning,Medium,10
3874,Morning,Medium,10
3875,Afternoon,Medium,10
3876,Afternoon,Low,5
3877,Morning,Low,5
3878,Afternoon,Low,5
3879,Evening,Medium,20
3880,Afternoon,Low,5
3881,Evening,Low,10
3882,Afternoon,Low,5
3883,Morning,High,15
3884,Evening,High,30
3885,Morning,Low,5
3886,Evening,Medium,20
3887,Afternoon,Medium,10
3888,Afternoon,Medium,10
3889,Afternoon,Low,5
3890,Afternoon,Low,5
3891,Evening,High,30
3892,Evening,Medium,20
3893,Evening,High,30
3894,Morning,High,15
3895,Afternoon,Low,5
3896,Evening,Medium,20
3897,Morning,Low,5
3898,Afternoon,Low,5
3899,Evening,Low,10
3900,Evening,High,30
3901,Afternoon,Low,5
3902,Morning,Medium,10
3903,Morning,Low,5
3904,Afternoon,Medium,10
3905,Evening,Medium,20
3906,Afternoon,Medium,10
3907,Afternoon,Low,5
3908,Evening,High,30
3909,Morning,Low,5
3910,Morning,High,15
3911,Afternoon,Low,5
3912,Afternoon,Medium,10
3913,Evening,Medium,20
3914,Morning,Low,5
3915,Afternoon,Low,5
3916,Afternoon,Medium,10
3917,Afternoon,Low,5
3918,Morning,Medium,10
3919,Afternoon,Low,5
3920,Evening,Medium,20
3921,Afternoon,Low,5
3922,Afternoon,Low,5
3923,Afternoon,Medium,10
3924,Evening,Low,10
3925,Morning,High,15
3926,Evening,Low,10
3927,Evening,High,30
3928,Afternoon,Low,5
3929,Afternoon,Low,5
3930,Afternoon,Low,5
3931,Morning,Low,5
3932,Afternoon,Medium,10
3933,Afternoon,Low,5
3934,Morning,Low,5
3935,Evening,Medium,20
3936,Evening,High,30
3937,Morning,Medium,10
3938,Afternoon,Low,5
3939,Evening,High,30
3940,Morning,Medium,10
3941,Afternoon,Medium,10
3942,Morning,Low,5
3943,Morning,Medium,10
3944,Evening,Low,10
3945,Afternoon,Low,5
3946,Morning,Medium,10
3947,Afternoon,Medium,10
3948,Evening,High,30
3949,Evening,Low,10
3950,Morning,Medium,10
3951,Morning,Low,5
3952,Morning,Low,5
3953,Morning,Low,5
3954,Afternoon,Low,5
3955,Evening,Medium,20
3956,Afternoon,Low,5
3957,Afternoon,Medium,10
3958,Evening,Medium,20
3959,Evening,High,30
3960,Morning,Medium,10
3961,Afternoon,Low,5
3962,Morning,Low,5
3963,Morning,Low,5
3964,Morning,High,15
3965,Morning,Medium,10
3966,Morning,Medium,10
3967,Morning,Low,5
3968,Morning,Medium,10
3969,Morning,Low,5
3970,Morning,Low,5
3971,Afternoon,Low,5
3972,Evening,Low,10
3973,Evening,Medium,20
3974,Afternoon,Low,5
3975,Evening,Low,10
3976,Evening,High,30
3977,Afternoon,Low,5
3978,Evening,Medium,20
3979,Morning,Medium,10
3980,Afternoon,Medium,10
3981,Afternoon,Low,5
3982,Afternoon,Low,5
3983,Evening,Low,10
3984,Morning,Medium,10
3985,Morning,Low,5
3986,Evening,Medium,20
3987,Evening,High,30
3988,Evening,High,30
3989,Evening,Low,10
3990,Evening,High,30
3991,Evening,Medium,20
3992,Morning,High,15
3993,Morning,Low,5
3994,Morning,Low,5
3995,Morning,Low,5
3996,Evening,High,30
3997,Evening,High,30
3998,Morning,Low,5
3999,Afternoon,Medium,10
4000,Evening,High,30
4001,Evening,Low,10
4002,Morning,Medium,10
4003,Morning,Low,5
4004,Evening,High,30
4005,Afternoon,Low,5
4006,Evening,Low,10
4007,Evening,Medium,20
4008,Afternoon,Low,5
4009,Morning,Low,5
4010,Evening,High,30
4011,Morning,Low,5
4012,Morning,Low,5
4013,Evening,Medium,20
4014,Evening,High,30
4015,Morning,Low,5
4016,Afternoon,Medium,10
4017,Evening,Medium,20
4018,Afternoon,Low,5
4019,Evening,High,30
4020,Afternoon,Low,5
4021,Morning,Medium,10
4022,Morning,Medium,10
4023,Evening,Medium,20
4024,Morning,Low,5
4025,Morning,Medium,10
4026,Afternoon,Low,5
4027,Morning,Low,5
4028,Afternoon,Low,5
4029,Evening,Low,10
4030,Evening,High,30
4031,Afternoon,Medium,10
4032,Evening,High,30
4033,Afternoon,Low,5
4034,Afternoon,Low,5
4035,Evening,High,30
4036,Morning,Medium,10
4037,Morning,Medium,10
4038,Morning,Low,5
4039,Evening,Medium,20
4040,Morning,Medium,10
4041,Afternoon,Low,5
4042,Evening,Medium,20
4043,Morning,Low,5
4044,Evening,High,30
4045,Morning,Low,5
4046,Morning,High,15
4047,Evening,Low,10
4048,Evening,High,30
4049,Afternoon,Low,5
4050,Afternoon,Medium,10
4051,Evening,High,30
4052,Morning,Low,5
4053,Evening,Medium,20
4054,Evening,High,30
4055,Afternoon,Medium,10
4056,Morning,Medium,10
4057,Afternoon,Medium,10
4058,Evening,Medium,20
4059,Evening,High,30
4060,Afternoon,Low,5
4061,Evening,High,30
4062,Morning,High,15
4063,Morning,Low,5
4064,Afternoon,Low,5
4065,Evening,Low,10
4066,Afternoon,Low,5
4067,Morning,Low,5
4068,Evening,High,30
4069,Morning,Medium,10
4070,Morning,Low,5
4071,Evening,Low,10
4072,Morning,High,15
4073,Evening,Medium,20
4074,Evening,Medium,20
4075,Evening,Medium,20
4076,Afternoon,Low,5
4077,Afternoon,Low,5
4078,Morning,Low,5
4079,Evening,Medium,20
4080,Evening,Low,10
4081,Morning,Medium,10
4082,Morning,Medium,10
4083,Morning,Low,5
4084,Afternoon,Low,5
4085,Morning,Low,5
4086,Morning,High,15
4087,Morning,High,15
4088,Evening,High,30
4089,Morning,Low,5
4090,Evening,High,30
4091,Afternoon,Low,5
4092,Morning,Medium,10
4093,Afternoon,Low,5
4094,Evening,High,30
4095,Afternoon,Low,5
4096,Morning,Low,5
4097,Afternoon,Low,5
4098,Morning,Low,5
4099,Evening,High,30
4100,Morning,Low,5
4101,Evening,Low,10
4102,Afternoon,Medium,10
4103,Evening,High,30
4104,Morning,High,15
4105,Afternoon,Low,5
4106,Afternoon,Low,5
4107,Afternoon,Medium,10
4108,Afternoon,Low,5
4109,Morning,High,15
4110,Afternoon,Low,5
4111,Afternoon,Medium,10
4112,Afternoon,Low,5
4113,Afternoon,Medium,10
4114,Evening,High,30
4115,Afternoon,Low,5
4116,Morning,High,15
4117,Morning,Low,5
4118,Afternoon,Low,5
4119,Afternoon,Medium,10
4120,Morning,Low,5
4121,Afternoon,Low,5
4122,Afternoon,Low,5
4123,Morning,High,15
4124,Morning,High,15
4125,Afternoon,Low,5
4126,Morning,Low,5
4127,Morning,Medium,10
4128,Evening,High,30
4129,Evening,Low,10
4130,Morning,Low,5
4131,Evening,High,30
4132,Afternoon,Low,5
4133,Morning,Medium,10
4134,Morning,High,15
4135,Afternoon,Low,5
4136,Morning,High,15
4137,Evening,High,30
4138,Morning,Low,5
4139,Evening,Medium,20
4140,Evening,Medium,20
4141,Morning,Medium,10
4142,Evening,Medium,20
4143,Evening,Low,10
4144,Evening,Low,10
4145,Afternoon,Medium,10
4146,Afternoon,Low,5
4147,Morning,High,15
4148,Afternoon,Low,5
4149,Evening,Medium,20
4150,Morning,Medium,10
4151,Morning,Low,5
4152,Afternoon,Medium,10
4153,Evening,High,30
4154,Morning,Low,5
4155,Morning,Low,5
4156,Morning,Medium,10
4157,Evening,High,30
4158,Afternoon,Medium,10
4159,Morning,High,15
4160,Morning,High,15
4161,Evening,High,30
4162,Morning,High,15
4163,Afternoon,Medium,10
4164,Morning,Medium,10
4165,Afternoon,Low,5
4166,Evening,High,30
4167,Morning,Low,5
4168,Afternoon,Low,5
4169,Afternoon,Low,5
